epoch,fold,timestamp,seconds,lr,cap_loss,clip_loss,val_loss,b1,b4,meteor,cider,is_best
254,14,2026-09-15 13:41:54,177.3,0.0001,0.0000,0.0000,,,,,,0
255,15,2026-09-15 13:46:50,294.5,0.0001,0.0000,0.0000,5.8540,,,,,0
256,16,2026-09-15 13:49:53,181.8,0.0001,0.0000,0.0000,,,,,,0
257,17,2026-09-15 13:53:04,188.8,0.0001,0.0000,0.0000,,,,,,0
258,18,2026-09-15 13:58:25,179.0,0.0001,0.0000,0.0000,,0.0000,0.0000,,0.0000,0
259,19,2026-09-15 14:01:20,173.7,0.0001,0.0000,0.0000,,,,,,0
260,20,2026-09-15 14:04:10,168.4,0.0001,0.0000,0.0000,,,,,,0
261,1,2026-09-15 14:06:59,168.4,0.0001,0.0000,0.0000,,,,,,0
262,2,2026-09-15 14:09:52,172.0,0.0001,0.0000,0.0000,,,,,,0
263,3,2026-09-15 14:12:41,168.6,0.0001,0.0000,0.0000,,,,,,0
264,4,2026-09-15 14:17:43,169.8,0.0001,0.0000,0.0000,,0.0000,0.0000,,0.0000,0
265,5,2026-09-15 14:20:36,171.0,0.0001,0.0000,0.0000,,,,,,0
266,6,2026-09-15 14:23:27,170.3,0.0001,0.0000,0.0000,,,,,,0
267,7,2026-09-15 14:26:18,170.7,0.0001,0.0000,0.0000,,,,,,0
268,8,2026-09-15 14:29:10,170.7,0.0001,0.0000,0.0000,,,,,,0
269,9,2026-09-15 14:32:01,170.2,0.0001,0.0000,0.0000,,,,,,0
270,10,2026-09-15 14:38:48,276.8,5e-05,0.0000,0.0000,5.8542,0.0004,0.0000,,0.0000,0
271,11,2026-09-15 14:41:39,169.2,0.0001,0.0000,0.0000,,,,,,0
272,12,2026-09-15 14:44:28,167.3,0.0001,0.0000,0.0000,,,,,,0
273,13,2026-09-15 14:47:17,167.6,0.0001,0.0000,0.0000,,,,,,0
274,14,2026-09-15 14:50:07,169.2,0.0001,0.0000,0.0000,,,,,,0
275,15,2026-09-15 14:53:04,176.4,0.0001,5.5859,0.0000,,,,,,0
276,16,2026-09-15 14:58:10,168.3,0.0001,0.0000,0.0000,,0.0000,0.0000,,0.0000,0
277,17,2026-09-15 15:01:01,169.5,0.0001,0.0000,0.0000,,,,,,0
