epoch,fold,timestamp,seconds,lr,cap_loss,clip_loss,val_loss,b1,b4,meteor,cider,is_best
373,13,2026-09-09 22:37:22,276.9,0.0001,24.4626,0.0000,,,,,,0
374,14,2026-09-09 22:44:28,423.2,0.0001,24.4398,0.0000,,,,,,0
375,15,2026-09-09 22:53:34,543.2,0.0001,24.6619,0.0000,23.4008,,,,,0
376,16,2026-09-09 23:01:50,487.7,0.0001,24.8040,0.0000,,,,,,0
377,17,2026-09-09 23:08:12,379.9,0.0001,24.6969,0.0000,,,,,,0
378,18,2026-09-09 23:16:48,337.8,0.0001,24.7195,0.0000,,0.0003,0.0000,,0.0000,0
379,19,2026-09-09 23:21:32,281.0,0.0001,24.3140,0.0000,,,,,,0
380,20,2026-09-09 23:27:18,343.9,0.0001,24.4598,0.0000,,,,,,0
381,1,2026-09-09 23:33:50,389.5,0.0001,24.0556,0.0000,,,,,,0
382,2,2026-09-09 23:40:20,387.2,0.0001,24.3690,0.0000,,,,,,0
383,3,2026-09-09 23:46:24,361.2,0.0001,24.3147,0.0000,,,,,,0
384,4,2026-09-09 23:54:37,314.3,0.0001,24.1345,0.0000,,0.0000,0.0000,,0.0000,0
385,5,2026-09-09 23:59:24,284.5,0.0001,24.7877,0.0000,,,,,,0
386,6,2026-09-10 00:06:30,423.6,0.0001,24.7450,0.0000,,,,,,0
387,7,2026-09-10 00:13:10,397.5,0.0001,24.0862,0.0000,,,,,,0
388,8,2026-09-10 00:19:14,361.1,0.0001,24.7915,0.0000,,,,,,0
389,9,2026-09-10 00:25:21,364.2,0.0001,24.4127,0.0000,,,,,,0
390,10,2026-09-10 00:37:43,571.1,0.0001,24.6763,0.0000,23.4145,0.0001,0.0000,,0.0000,0
391,11,2026-09-10 00:42:29,283.4,0.0001,24.5171,0.0000,,,,,,0
392,12,2026-09-10 00:47:54,322.0,0.0001,24.4078,0.0000,,,,,,0
393,13,2026-09-10 00:53:11,314.4,0.0001,23.9614,0.0000,,,,,,0
394,14,2026-09-10 00:59:18,364.4,0.0001,24.3118,0.0000,,,,,,0
395,15,2026-09-10 01:05:31,369.9,0.0001,24.4214,0.0000,,,,,,0
396,16,2026-09-10 01:14:25,353.5,0.0001,24.5418,0.0000,,0.0000,0.0000,,0.0000,0
397,17,2026-09-10 01:19:12,284.9,0.0001,24.4619,0.0000,,,,,,0
398,18,2026-09-10 01:24:33,318.3,0.0001,24.5529,0.0000,,,,,,0
399,19,2026-09-10 01:30:54,377.2,0.0001,24.9011,0.0000,,,,,,0
400,20,2026-09-10 01:36:31,335.4,0.0001,24.9672,0.0000,,,,,,0
401,1,2026-09-10 01:43:05,390.6,0.0001,24.3103,0.0000,,,,,,0
402,2,2026-09-10 09:21:30,393.2,0.0001,24.3969,0.0000,,0.0000,0.0000,,0.0000,0
403,3,2026-09-10 09:26:15,281.7,0.0001,24.2961,0.0000,,,,,,0
404,4,2026-09-10 09:30:50,272.6,0.0001,24.8688,0.0000,,,,,,0
405,5,2026-09-10 09:38:29,455.8,0.0001,24.3475,0.0000,23.3854,,,,,0
406,6,2026-09-10 09:44:14,341.8,0.0001,24.2608,0.0000,,,,,,0
407,7,2026-09-10 09:49:46,329.6,0.0001,24.7474,0.0000,,,,,,0
409,9,2026-09-10 10:55:17,352.9,0.0001,24.7919,0.0000,,,,,,0
410,10,2026-09-10 11:00:20,300.0,0.0001,24.1798,0.0000,,,,,,0
411,11,2026-09-10 11:05:23,300.3,0.0001,24.0925,0.0000,,,,,,0
412,12,2026-09-10 11:11:20,353.5,0.0001,24.4328,0.0000,,,,,,0
413,13,2026-09-10 11:16:50,327.6,0.0001,24.9123,0.0000,,,,,,0
414,14,2026-09-10 11:25:53,353.3,0.0001,24.6293,0.0000,,0.0000,0.0000,,0.0000,0
415,15,2026-09-10 11:30:46,289.2,0.0001,24.4514,0.0000,,,,,,0
416,16,2026-09-10 11:36:48,359.0,0.0001,24.6321,0.0000,,,,,,0
417,17,2026-09-10 11:42:12,322.1,0.0001,24.7817,0.0000,,,,,,0
418,18,2026-09-10 11:48:05,350.0,0.0001,24.4519,0.0000,,,,,,0
419,19,2026-09-10 11:53:50,339.4,0.0001,24.2697,0.0000,,,,,,0
420,20,2026-09-10 12:06:47,596.3,5e-05,24.6559,0.0000,23.4114,0.0000,0.0000,,0.0000,0
421,1,2026-09-10 12:11:48,298.8,0.0001,24.0472,0.0000,,,,,,0
422,2,2026-09-10 12:17:18,326.9,0.0001,24.4493,0.0000,,,,,,0
423,3,2026-09-10 12:23:01,340.8,0.0001,24.6373,0.0000,,,,,,0
424,4,2026-09-10 12:27:30,265.9,0.0001,24.1837,0.0000,,,,,,0
425,5,2026-09-10 12:32:09,276.5,0.0001,25.0237,0.0000,,,,,,0
426,6,2026-09-10 12:40:17,310.4,0.0001,24.8422,0.0000,,0.0000,0.0000,,0.0000,0
427,7,2026-09-10 12:45:00,280.5,0.0001,24.5712,0.0000,,,,,,0
428,8,2026-09-10 12:50:01,298.1,0.0001,24.5878,0.0000,,,,,,0
429,9,2026-09-10 12:54:54,289.6,0.0001,24.3590,0.0000,,,,,,0
430,10,2026-09-10 13:00:19,322.7,0.0001,24.9882,0.0000,,,,,,0
431,11,2026-09-10 13:05:52,330.0,0.0001,24.3144,0.0000,,,,,,0
432,12,2026-09-10 13:14:06,315.4,0.0001,24.6866,0.0000,,0.0000,0.0000,,0.0000,0
433,13,2026-09-10 13:18:38,269.5,0.0001,24.9261,0.0000,,,,,,0
434,14,2026-09-10 13:23:51,310.4,0.0001,24.3628,0.0000,,,,,,0
435,15,2026-09-10 13:32:09,495.4,0.0001,24.3617,0.0000,23.3988,,,,,0
436,16,2026-09-10 13:37:09,297.3,0.0001,24.6538,0.0000,,,,,,0
437,17,2026-09-10 13:42:06,293.7,0.0001,24.4377,0.0000,,,,,,0
438,18,2026-09-10 13:50:57,348.7,0.0001,24.2352,0.0000,,0.0000,0.0000,,0.0000,0
439,19,2026-09-10 13:56:01,301.1,0.0001,24.4225,0.0000,,,,,,0
440,20,2026-09-10 14:01:11,306.6,0.0001,24.3043,0.0000,,,,,,0
442,2,2026-09-10 16:27:29,341.1,0.0001,24.3969,0.0000,,,,,,0
443,3,2026-09-10 16:32:15,283.3,0.0001,24.0706,0.0000,,,,,,0
444,4,2026-09-10 16:39:55,275.3,0.0001,24.0252,0.0000,,0.0011,0.0000,,0.0000,0
445,5,2026-09-10 16:44:39,280.4,0.0001,24.3475,0.0000,,,,,,0
446,6,2026-09-10 16:50:14,332.8,0.0001,24.4748,0.0000,,,,,,0
447,7,2026-09-10 16:55:51,333.9,0.0001,24.4938,0.0000,,,,,,0
448,8,2026-09-10 17:01:40,346.5,0.0001,24.7571,0.0000,,,,,,0
449,9,2026-09-10 17:08:27,403.9,0.0001,24.7718,0.0000,,,,,,0
450,10,2026-09-10 17:20:44,565.6,0.0001,24.2907,0.0000,23.3736,0.0000,0.0000,,0.0000,0
451,11,2026-09-10 17:25:29,282.3,0.0001,23.8355,0.0000,,,,,,0
452,12,2026-09-10 17:31:09,337.6,0.0001,24.3213,0.0000,,,,,,0
453,13,2026-09-10 17:36:38,326.7,0.0001,24.3397,0.0000,,,,,,0
454,14,2026-09-10 17:42:29,347.8,0.0001,24.8470,0.0000,,,,,,0
455,15,2026-09-10 17:48:04,332.9,0.0001,24.9706,0.0000,,,,,,0
456,16,2026-09-10 17:57:14,368.6,0.0001,24.3425,0.0000,,0.0002,0.0000,,0.0000,0
457,17,2026-09-10 18:01:58,281.3,0.0001,24.5028,0.0000,,,,,,0
458,18,2026-09-10 18:07:59,359.1,0.0001,24.5213,0.0000,,,,,,0
459,19,2026-09-10 18:13:49,347.0,0.0001,24.6258,0.0000,,,,,,0
460,20,2026-09-10 18:19:53,361.6,0.0001,24.2878,0.0000,,,,,,0
461,1,2026-09-10 18:26:30,394.2,0.0001,24.5992,0.0000,,,,,,0
462,2,2026-09-10 18:36:37,420.0,0.0001,24.6186,0.0000,,0.0000,0.0000,,0.0000,0
463,3,2026-09-10 18:41:25,285.2,0.0001,24.2999,0.0000,,,,,,0
464,4,2026-09-11 09:15:42,380.6,0.0001,24.5090,0.0000,,,,,,0
465,5,2026-09-11 09:23:31,465.3,0.0001,24.4123,0.0000,23.3879,,,,,0
